elem_idx,offset,radius,hitted,tof_total
52,0.003,0.01,False,0
53,0.003,0.01,True,0.00014662279630622667
54,0.003,0.01,False,0
55,0.003,0.01,False,0
56,0.003,0.01,False,0
57,0.003,0.01,False,0
58,0.003,0.01,False,0
59,0.003,0.01,False,0
60,0.003,0.01,False,0
61,0.003,0.01,False,0
62,0.003,0.01,False,0
63,0.003,0.01,False,0
64,0.003,0.01,False,0
0,0.004,0.01,False,0
1,0.004,0.01,False,0
2,0.004,0.01,False,0
3,0.004,0.01,False,0
4,0.004,0.01,False,0
5,0.004,0.01,False,0
6,0.004,0.01,False,0
7,0.004,0.01,False,0
8,0.004,0.01,False,0
9,0.004,0.01,False,0
10,0.004,0.01,False,0
11,0.004,0.01,False,0
12,0.004,0.01,False,0
13,0.004,0.01,False,0
14,0.004,0.01,False,0
15,0.004,0.01,False,0
16,0.004,0.01,False,0
17,0.004,0.01,False,0
18,0.004,0.01,False,0
19,0.004,0.01,False,0
20,0.004,0.01,False,0
21,0.004,0.01,False,0
22,0.004,0.01,False,0
23,0.004,0.01,False,0
24,0.004,0.01,False,0
25,0.004,0.01,False,0
26,0.004,0.01,False,0
27,0.004,0.01,False,0
28,0.004,0.01,False,0
29,0.004,0.01,False,0
30,0.004,0.01,False,0
31,0.004,0.01,False,0
32,0.004,0.01,True,0.00014489226350982893
33,0.004,0.01,True,0.00014505033135717616
34,0.004,0.01,False,0
35,0.004,0.01,False,0
36,0.004,0.01,False,0
37,0.004,0.01,False,0
38,0.004,0.01,False,0
39,0.004,0.01,False,0
40,0.004,0.01,False,0
41,0.004,0.01,False,0
42,0.004,0.01,False,0
43,0.004,0.01,False,0
44,0.004,0.01,False,0
45,0.004,0.01,False,0
46,0.004,0.01,False,0
47,0.004,0.01,False,0
48,0.004,0.01,True,0.00014701341604016012
49,0.004,0.01,False,0
50,0.004,0.01,False,0
51,0.004,0.01,False,0
52,0.004,0.01,True,0.00014736925938242264
53,0.004,0.01,False,0
54,0.004,0.01,False,0
55,0.004,0.01,False,0
56,0.004,0.01,False,0
57,0.004,0.01,False,0
58,0.004,0.01,False,0
59,0.004,0.01,False,0
60,0.004,0.01,False,0
61,0.004,0.01,False,0
62,0.004,0.01,False,0
63,0.004,0.01,False,0
64,0.004,0.01,False,0
0,0.005,0.01,False,0
1,0.005,0.01,False,0
2,0.005,0.01,False,0
3,0.005,0.01,False,0
4,0.005,0.01,False,0
5,0.005,0.01,False,0
6,0.005,0.01,False,0
7,0.005,0.01,False,0
8,0.005,0.01,False,0
9,0.005,0.01,False,0
10,0.005,0.01,False,0
11,0.005,0.01,False,0
12,0.005,0.01,False,0
13,0.005,0.01,False,0
14,0.005,0.01,False,0
15,0.005,0.01,False,0
16,0.005,0.01,False,0
17,0.005,0.01,False,0
18,0.005,0.01,False,0
19,0.005,0.01,False,0
20,0.005,0.01,False,0
21,0.005,0.01,False,0
22,0.005,0.01,False,0
23,0.005,0.01,False,0
24,0.005,0.01,False,0
25,0.005,0.01,False,0
26,0.005,0.01,False,0
27,0.005,0.01,False,0
28,0.005,0.01,False,0
29,0.005,0.01,False,0
30,0.005,0.01,False,0
31,0.005,0.01,False,0
32,0.005,0.01,True,0.00014557317699879358
33,0.005,0.01,False,0
34,0.005,0.01,False,0
35,0.005,0.01,False,0
36,0.005,0.01,False,0
37,0.005,0.01,False,0
38,0.005,0.01,False,0
39,0.005,0.01,False,0
40,0.005,0.01,False,0
41,0.005,0.01,False,0
42,0.005,0.01,False,0
43,0.005,0.01,False,0
44,0.005,0.01,False,0
45,0.005,0.01,False,0
46,0.005,0.01,False,0
47,0.005,0.01,False,0
48,0.005,0.01,False,0
49,0.005,0.01,False,0
50,0.005,0.01,False,0
51,0.005,0.01,False,0
52,0.005,0.01,False,0
53,0.005,0.01,False,0
54,0.005,0.01,False,0
55,0.005,0.01,False,0
56,0.005,0.01,False,0
57,0.005,0.01,False,0
58,0.005,0.01,False,0
59,0.005,0.01,False,0
60,0.005,0.01,False,0
61,0.005,0.01,False,0
62,0.005,0.01,False,0
63,0.005,0.01,False,0
64,0.005,0.01,True,0.00014962847070613787
0,0.006,0.01,False,0
1,0.006,0.01,False,0
2,0.006,0.01,False,0
3,0.006,0.01,False,0
4,0.006,0.01,False,0
5,0.006,0.01,False,0
6,0.006,0.01,False,0
7,0.006,0.01,False,0
8,0.006,0.01,False,0
9,0.006,0.01,False,0
10,0.006,0.01,False,0
11,0.006,0.01,False,0
12,0.006,0.01,False,0
13,0.006,0.01,False,0
14,0.006,0.01,False,0
15,0.006,0.01,False,0
16,0.006,0.01,False,0
17,0.006,0.01,False,0
18,0.006,0.01,False,0
19,0.006,0.01,False,0
20,0.006,0.01,False,0
21,0.006,0.01,False,0
22,0.006,0.01,False,0
23,0.006,0.01,False,0
24,0.006,0.01,False,0
25,0.006,0.01,False,0
26,0.006,0.01,False,0
27,0.006,0.01,False,0
28,0.006,0.01,False,0
29,0.006,0.01,False,0
30,0.006,0.01,False,0
31,0.006,0.01,False,0
32,0.006,0.01,True,0.00014646360725886694
33,0.006,0.01,False,0
34,0.006,0.01,False,0
35,0.006,0.01,False,0
36,0.006,0.01,False,0
37,0.006,0.01,False,0
38,0.006,0.01,False,0
39,0.006,0.01,False,0
40,0.006,0.01,False,0
41,0.006,0.01,False,0
42,0.006,0.01,False,0
43,0.006,0.01,False,0
44,0.006,0.01,False,0
45,0.006,0.01,False,0
46,0.006,0.01,False,0
47,0.006,0.01,False,0
48,0.006,0.01,False,0
49,0.006,0.01,False,0
50,0.006,0.01,False,0
51,0.006,0.01,False,0
52,0.006,0.01,False,0
53,0.006,0.01,False,0
54,0.006,0.01,False,0
55,0.006,0.01,False,0
56,0.006,0.01,True,0.00014191682490110601
57,0.006,0.01,False,0
58,0.006,0.01,False,0
59,0.006,0.01,False,0
60,0.006,0.01,False,0
61,0.006,0.01,False,0
62,0.006,0.01,False,0
63,0.006,0.01,False,0
64,0.006,0.01,False,0
0,0.007,0.01,False,0
1,0.007,0.01,False,0
2,0.007,0.01,False,0
3,0.007,0.01,False,0
4,0.007,0.01,False,0
5,0.007,0.01,False,0
6,0.007,0.01,False,0
7,0.007,0.01,False,0
8,0.007,0.01,False,0
9,0.007,0.01,False,0
10,0.007,0.01,False,0
11,0.007,0.01,False,0
12,0.007,0.01,False,0
13,0.007,0.01,False,0
14,0.007,0.01,False,0
15,0.007,0.01,False,0
16,0.007,0.01,False,0
17,0.007,0.01,False,0
18,0.007,0.01,False,0
19,0.007,0.01,False,0
20,0.007,0.01,False,0
21,0.007,0.01,False,0
22,0.007,0.01,False,0
23,0.007,0.01,False,0
24,0.007,0.01,False,0
25,0.007,0.01,False,0
26,0.007,0.01,False,0
27,0.007,0.01,False,0
28,0.007,0.01,False,0
29,0.007,0.01,False,0
30,0.007,0.01,False,0
31,0.007,0.01,False,0
32,0.007,0.01,True,0.0001476214920484248
33,0.007,0.01,False,0
34,0.007,0.01,False,0
35,0.007,0.01,False,0
36,0.007,0.01,False,0
37,0.007,0.01,False,0
38,0.007,0.01,False,0
39,0.007,0.01,False,0
40,0.007,0.01,False,0
41,0.007,0.01,False,0
42,0.007,0.01,False,0
43,0.007,0.01,False,0
44,0.007,0.01,False,0
45,0.007,0.01,False,0
46,0.007,0.01,False,0
47,0.007,0.01,False,0
48,0.007,0.01,False,0
49,0.007,0.01,False,0
50,0.007,0.01,False,0
51,0.007,0.01,False,0
52,0.007,0.01,False,0
53,0.007,0.01,False,0
54,0.007,0.01,False,0
55,0.007,0.01,False,0
56,0.007,0.01,False,0
57,0.007,0.01,False,0
58,0.007,0.01,False,0
59,0.007,0.01,False,0
60,0.007,0.01,False,0
61,0.007,0.01,False,0
62,0.007,0.01,False,0
63,0.007,0.01,False,0
64,0.007,0.01,False,0
0,0.008,0.01,False,0
1,0.008,0.01,False,0
2,0.008,0.01,False,0
3,0.008,0.01,False,0
4,0.008,0.01,False,0
5,0.008,0.01,False,0
6,0.008,0.01,False,0
7,0.008,0.01,False,0
8,0.008,0.01,False,0
9,0.008,0.01,False,0
10,0.008,0.01,False,0
11,0.008,0.01,False,0
12,0.008,0.01,False,0
13,0.008,0.01,False,0
14,0.008,0.01,False,0
15,0.008,0.01,False,0
16,0.008,0.01,False,0
17,0.008,0.01,False,0
18,0.008,0.01,False,0
19,0.008,0.01,False,0
20,0.008,0.01,False,0
21,0.008,0.01,False,0
22,0.008,0.01,False,0
23,0.008,0.01,False,0
24,0.008,0.01,True,0.00014525032795012664
25,0.008,0.01,False,0
26,0.008,0.01,False,0
27,0.008,0.01,False,0
28,0.008,0.01,False,0
29,0.008,0.01,False,0
30,0.008,0.01,False,0
31,0.008,0.01,False,0
32,0.008,0.01,True,0.00014916084259264975
33,0.008,0.01,False,0
34,0.008,0.01,False,0
35,0.008,0.01,False,0
36,0.008,0.01,False,0
37,0.008,0.01,False,0
38,0.008,0.01,False,0
39,0.008,0.01,False,0
40,0.008,0.01,False,0
41,0.008,0.01,False,0
42,0.008,0.01,True,0.00015105647816327278
43,0.008,0.01,True,0.00015124111841024213
44,0.008,0.01,False,0
45,0.008,0.01,False,0
46,0.008,0.01,False,0
47,0.008,0.01,False,0
48,0.008,0.01,False,0
49,0.008,0.01,False,0
50,0.008,0.01,False,0
51,0.008,0.01,False,0
52,0.008,0.01,False,0
53,0.008,0.01,False,0
54,0.008,0.01,False,0
55,0.008,0.01,False,0
56,0.008,0.01,False,0
57,0.008,0.01,False,0
58,0.008,0.01,False,0
59,0.008,0.01,False,0
60,0.008,0.01,False,0
61,0.008,0.01,True,0.0001538644915951366
62,0.008,0.01,False,0
63,0.008,0.01,False,0
64,0.008,0.01,False,0
0,0.009000000000000001,0.01,False,0
1,0.009000000000000001,0.01,False,0
2,0.009000000000000001,0.01,False,0
3,0.009000000000000001,0.01,False,0
4,0.009000000000000001,0.01,False,0
5,0.009000000000000001,0.01,False,0
6,0.009000000000000001,0.01,False,0
7,0.009000000000000001,0.01,False,0
8,0.009000000000000001,0.01,False,0
9,0.009000000000000001,0.01,False,0
10,0.009000000000000001,0.01,False,0
11,0.009000000000000001,0.01,False,0
12,0.009000000000000001,0.01,False,0
13,0.009000000000000001,0.01,False,0
14,0.009000000000000001,0.01,False,0
15,0.009000000000000001,0.01,False,0
16,0.009000000000000001,0.01,False,0
17,0.009000000000000001,0.01,False,0
18,0.009000000000000001,0.01,False,0
19,0.009000000000000001,0.01,False,0
20,0.009000000000000001,0.01,False,0
21,0.009000000000000001,0.01,False,0
22,0.009000000000000001,0.01,False,0
23,0.009000000000000001,0.01,False,0
24,0.009000000000000001,0.01,False,0
25,0.009000000000000001,0.01,False,0
26,0.009000000000000001,0.01,False,0
27,0.009000000000000001,0.01,False,0
28,0.009000000000000001,0.01,False,0
29,0.009000000000000001,0.01,False,0
30,0.009000000000000001,0.01,False,0
31,0.009000000000000001,0.01,False,0
32,0.009000000000000001,0.01,True,0.000151374060470545
33,0.009000000000000001,0.01,False,0
34,0.009000000000000001,0.01,False,0
35,0.009000000000000001,0.01,False,0
36,0.009000000000000001,0.01,False,0
37,0.009000000000000001,0.01,False,0
38,0.009000000000000001,0.01,False,0
39,0.009000000000000001,0.01,False,0
40,0.009000000000000001,0.01,False,0
41,0.009000000000000001,0.01,False,0
42,0.009000000000000001,0.01,False,0
43,0.009000000000000001,0.01,False,0
44,0.009000000000000001,0.01,False,0
45,0.009000000000000001,0.01,False,0
46,0.009000000000000001,0.01,False,0
47,0.009000000000000001,0.01,False,0
48,0.009000000000000001,0.01,False,0
49,0.009000000000000001,0.01,False,0
50,0.009000000000000001,0.01,False,0
51,0.009000000000000001,0.01,False,0
52,0.009000000000000001,0.01,False,0
53,0.009000000000000001,0.01,False,0
54,0.009000000000000001,0.01,False,0
55,0.009000000000000001,0.01,False,0
56,0.009000000000000001,0.01,False,0
57,0.009000000000000001,0.01,False,0
58,0.009000000000000001,0.01,True,0.0001553033682730821
59,0.009000000000000001,0.01,False,0
60,0.009000000000000001,0.01,False,0
61,0.009000000000000001,0.01,False,0
62,0.009000000000000001,0.01,False,0
63,0.009000000000000001,0.01,False,0
64,0.009000000000000001,0.01,False,0
0,0.01,0.01,False,0
1,0.01,0.01,False,0
2,0.01,0.01,False,0
3,0.01,0.01,False,0
4,0.01,0.01,False,0
5,0.01,0.01,False,0
6,0.01,0.01,False,0
7,0.01,0.01,False,0
8,0.01,0.01,False,0
9,0.01,0.01,False,0
10,0.01,0.01,False,0
11,0.01,0.01,False,0
12,0.01,0.01,False,0
13,0.01,0.01,False,0
14,0.01,0.01,False,0
15,0.01,0.01,False,0
16,0.01,0.01,False,0
17,0.01,0.01,False,0
18,0.01,0.01,False,0
19,0.01,0.01,False,0
20,0.01,0.01,True,0.00015110491324953898
21,0.01,0.01,False,0
22,0.01,0.01,False,0
23,0.01,0.01,False,0
24,0.01,0.01,False,0
25,0.01,0.01,False,0
26,0.01,0.01,False,0
27,0.01,0.01,False,0
28,0.01,0.01,False,0
29,0.01,0.01,False,0
30,0.01,0.01,False,0
31,0.01,0.01,False,0
32,0.01,0.01,True,0.00015725254859399847
33,0.01,0.01,False,0
34,0.01,0.01,False,0
35,0.01,0.01,False,0
36,0.01,0.01,False,0
37,0.01,0.01,False,0
38,0.01,0.01,False,0
39,0.01,0.01,False,0
40,0.01,0.01,False,0
41,0.01,0.01,False,0
42,0.01,0.01,False,0
43,0.01,0.01,False,0
44,0.01,0.01,False,0
45,0.01,0.01,False,0
46,0.01,0.01,False,0
47,0.01,0.01,False,0
48,0.01,0.01,False,0
49,0.01,0.01,False,0
50,0.01,0.01,False,0
51,0.01,0.01,False,0
52,0.01,0.01,False,0
53,0.01,0.01,False,0
54,0.01,0.01,False,0
55,0.01,0.01,False,0
56,0.01,0.01,False,0
57,0.01,0.01,False,0
58,0.01,0.01,False,0
59,0.01,0.01,False,0
60,0.01,0.01,False,0
61,0.01,0.01,False,0
62,0.01,0.01,False,0
63,0.01,0.01,False,0
64,0.01,0.01,False,0
0,-0.01,0.02,False,0
1,-0.01,0.02,False,0
2,-0.01,0.02,False,0
3,-0.01,0.02,False,0
4,-0.01,0.02,False,0
5,-0.01,0.02,False,0
6,-0.01,0.02,False,0
7,-0.01,0.02,False,0
8,-0.01,0.02,False,0
9,-0.01,0.02,False,0
10,-0.01,0.02,False,0
11,-0.01,0.02,False,0
12,-0.01,0.02,False,0
13,-0.01,0.02,False,0
14,-0.01,0.02,False,0
15,-0.01,0.02,False,0
16,-0.01,0.02,False,0
17,-0.01,0.02,False,0
18,-0.01,0.02,False,0
19,-0.01,0.02,False,0
20,-0.01,0.02,False,0
21,-0.01,0.02,False,0
22,-0.01,0.02,False,0
23,-0.01,0.02,False,0
24,-0.01,0.02,False,0
25,-0.01,0.02,False,0
26,-0.01,0.02,False,0
27,-0.01,0.02,False,0
28,-0.01,0.02,False,0
29,-0.01,0.02,False,0
30,-0.01,0.02,False,0
31,-0.01,0.02,False,0
32,-0.01,0.02,True,0.00013389380540358877
33,-0.01,0.02,False,0
34,-0.01,0.02,False,0
35,-0.01,0.02,False,0
36,-0.01,0.02,False,0
37,-0.01,0.02,False,0
38,-0.01,0.02,False,0
39,-0.01,0.02,False,0
40,-0.01,0.02,False,0
41,-0.01,0.02,False,0
42,-0.01,0.02,False,0
43,-0.01,0.02,False,0
44,-0.01,0.02,False,0
45,-0.01,0.02,False,0
46,-0.01,0.02,False,0
47,-0.01,0.02,False,0
48,-0.01,0.02,False,0
49,-0.01,0.02,False,0
50,-0.01,0.02,False,0
51,-0.01,0.02,False,0
52,-0.01,0.02,False,0
53,-0.01,0.02,False,0
54,-0.01,0.02,False,0
55,-0.01,0.02,False,0
56,-0.01,0.02,False,0
57,-0.01,0.02,False,0
58,-0.01,0.02,False,0
59,-0.01,0.02,False,0
60,-0.01,0.02,False,0
61,-0.01,0.02,False,0
62,-0.01,0.02,False,0
63,-0.01,0.02,False,0
64,-0.01,0.02,False,0
0,-0.009000000000000001,0.02,False,0
1,-0.009000000000000001,0.02,False,0
2,-0.009000000000000001,0.02,False,0
3,-0.009000000000000001,0.02,False,0
4,-0.009000000000000001,0.02,False,0
5,-0.009000000000000001,0.02,False,0
6,-0.009000000000000001,0.02,False,0
7,-0.009000000000000001,0.02,False,0
8,-0.009000000000000001,0.02,False,0
9,-0.009000000000000001,0.02,False,0
10,-0.009000000000000001,0.02,False,0
11,-0.009000000000000001,0.02,False,0
12,-0.009000000000000001,0.02,False,0
13,-0.009000000000000001,0.02,False,0
14,-0.009000000000000001,0.02,False,0
15,-0.009000000000000001,0.02,False,0
16,-0.009000000000000001,0.02,False,0
17,-0.009000000000000001,0.02,False,0
18,-0.009000000000000001,0.02,False,0
19,-0.009000000000000001,0.02,False,0
20,-0.009000000000000001,0.02,False,0
21,-0.009000000000000001,0.02,False,0
22,-0.009000000000000001,0.02,False,0
23,-0.009000000000000001,0.02,True,0.0001349387724949628
24,-0.009000000000000001,0.02,False,0
25,-0.009000000000000001,0.02,False,0
26,-0.009000000000000001,0.02,False,0
27,-0.009000000000000001,0.02,False,0
28,-0.009000000000000001,0.02,False,0
29,-0.009000000000000001,0.02,False,0
30,-0.009000000000000001,0.02,False,0
31,-0.009000000000000001,0.02,False,0
32,-0.009000000000000001,0.02,True,0.00013316546686845327
33,-0.009000000000000001,0.02,True,0.00013041837408141958
34,-0.009000000000000001,0.02,False,0
35,-0.009000000000000001,0.02,False,0
36,-0.009000000000000001,0.02,False,0
37,-0.009000000000000001,0.02,False,0
38,-0.009000000000000001,0.02,False,0
39,-0.009000000000000001,0.02,False,0
40,-0.009000000000000001,0.02,False,0
41,-0.009000000000000001,0.02,False,0
42,-0.009000000000000001,0.02,False,0
43,-0.009000000000000001,0.02,False,0
44,-0.009000000000000001,0.02,False,0
45,-0.009000000000000001,0.02,False,0
46,-0.009000000000000001,0.02,False,0
47,-0.009000000000000001,0.02,False,0
48,-0.009000000000000001,0.02,False,0
49,-0.009000000000000001,0.02,False,0
50,-0.009000000000000001,0.02,False,0
51,-0.009000000000000001,0.02,False,0
52,-0.009000000000000001,0.02,False,0
53,-0.009000000000000001,0.02,False,0
54,-0.009000000000000001,0.02,False,0
55,-0.009000000000000001,0.02,False,0
56,-0.009000000000000001,0.02,False,0
57,-0.009000000000000001,0.02,False,0
58,-0.009000000000000001,0.02,False,0
59,-0.009000000000000001,0.02,False,0
60,-0.009000000000000001,0.02,False,0
61,-0.009000000000000001,0.02,False,0
62,-0.009000000000000001,0.02,False,0
63,-0.009000000000000001,0.02,False,0
64,-0.009000000000000001,0.02,False,0
0,-0.008,0.02,False,0
1,-0.008,0.02,False,0
2,-0.008,0.02,False,0
3,-0.008,0.02,False,0
4,-0.008,0.02,False,0
5,-0.008,0.02,False,0
6,-0.008,0.02,False,0
7,-0.008,0.02,False,0
8,-0.008,0.02,False,0
9,-0.008,0.02,False,0
10,-0.008,0.02,False,0
11,-0.008,0.02,False,0
12,-0.008,0.02,False,0
13,-0.008,0.02,False,0
14,-0.008,0.02,False,0
15,-0.008,0.02,False,0
16,-0.008,0.02,False,0
17,-0.008,0.02,False,0
18,-0.008,0.02,False,0
19,-0.008,0.02,False,0
20,-0.008,0.02,False,0
21,-0.008,0.02,False,0
22,-0.008,0.02,False,0
23,-0.008,0.02,False,0
24,-0.008,0.02,False,0
25,-0.008,0.02,False,0
26,-0.008,0.02,False,0
27,-0.008,0.02,False,0
28,-0.008,0.02,False,0
29,-0.008,0.02,False,0
30,-0.008,0.02,False,0
31,-0.008,0.02,False,0
32,-0.008,0.02,True,0.00013028057132705742
33,-0.008,0.02,False,0
34,-0.008,0.02,True,0.0001309866290185899
35,-0.008,0.02,False,0
36,-0.008,0.02,False,0
37,-0.008,0.02,False,0
38,-0.008,0.02,False,0
39,-0.008,0.02,False,0
40,-0.008,0.02,False,0
41,-0.008,0.02,False,0
42,-0.008,0.02,False,0
43,-0.008,0.02,False,0
44,-0.008,0.02,False,0
45,-0.008,0.02,False,0
46,-0.008,0.02,False,0
47,-0.008,0.02,False,0
48,-0.008,0.02,False,0
49,-0.008,0.02,False,0
50,-0.008,0.02,False,0
51,-0.008,0.02,False,0
52,-0.008,0.02,False,0
53,-0.008,0.02,False,0
54,-0.008,0.02,False,0
55,-0.008,0.02,False,0
56,-0.008,0.02,False,0
57,-0.008,0.02,False,0
58,-0.008,0.02,False,0
59,-0.008,0.02,False,0
60,-0.008,0.02,False,0
61,-0.008,0.02,False,0
62,-0.008,0.02,False,0
63,-0.008,0.02,False,0
64,-0.008,0.02,False,0
0,-0.007,0.02,False,0
1,-0.007,0.02,False,0
2,-0.007,0.02,False,0
3,-0.007,0.02,False,0
4,-0.007,0.02,False,0
5,-0.007,0.02,False,0
6,-0.007,0.02,False,0
7,-0.007,0.02,False,0
8,-0.007,0.02,False,0
9,-0.007,0.02,False,0
10,-0.007,0.02,False,0
11,-0.007,0.02,False,0
12,-0.007,0.02,False,0
13,-0.007,0.02,False,0
14,-0.007,0.02,False,0
15,-0.007,0.02,False,0
16,-0.007,0.02,False,0
17,-0.007,0.02,False,0
18,-0.007,0.02,False,0
19,-0.007,0.02,False,0
20,-0.007,0.02,False,0
21,-0.007,0.02,True,0.0001339874453671853
22,-0.007,0.02,False,0
23,-0.007,0.02,False,0
24,-0.007,0.02,False,0
25,-0.007,0.02,False,0
26,-0.007,0.02,False,0
27,-0.007,0.02,True,0.00012935235582940495
28,-0.007,0.02,False,0
29,-0.007,0.02,False,0
30,-0.007,0.02,False,0
31,-0.007,0.02,False,0
32,-0.007,0.02,True,0.00013028008600098127
33,-0.007,0.02,False,0
34,-0.007,0.02,False,0
35,-0.007,0.02,False,0
36,-0.007,0.02,False,0
37,-0.007,0.02,False,0
38,-0.007,0.02,False,0
39,-0.007,0.02,False,0
40,-0.007,0.02,False,0
41,-0.007,0.02,False,0
42,-0.007,0.02,False,0
43,-0.007,0.02,False,0
44,-0.007,0.02,False,0
45,-0.007,0.02,False,0
46,-0.007,0.02,False,0
47,-0.007,0.02,False,0
48,-0.007,0.02,False,0
49,-0.007,0.02,False,0
50,-0.007,0.02,False,0
51,-0.007,0.02,False,0
52,-0.007,0.02,False,0
53,-0.007,0.02,False,0
54,-0.007,0.02,False,0
55,-0.007,0.02,False,0
56,-0.007,0.02,False,0
57,-0.007,0.02,False,0
58,-0.007,0.02,False,0
59,-0.007,0.02,False,0
60,-0.007,0.02,False,0
61,-0.007,0.02,False,0
62,-0.007,0.02,False,0
63,-0.007,0.02,False,0
64,-0.007,0.02,False,0
0,-0.006,0.02,False,0
1,-0.006,0.02,False,0
2,-0.006,0.02,False,0
3,-0.006,0.02,False,0
4,-0.006,0.02,False,0
5,-0.006,0.02,False,0
6,-0.006,0.02,False,0
7,-0.006,0.02,False,0
8,-0.006,0.02,False,0
9,-0.006,0.02,False,0
10,-0.006,0.02,False,0
11,-0.006,0.02,False,0
12,-0.006,0.02,False,0
13,-0.006,0.02,False,0
14,-0.006,0.02,False,0
15,-0.006,0.02,False,0
16,-0.006,0.02,False,0
17,-0.006,0.02,False,0
18,-0.006,0.02,False,0
19,-0.006,0.02,False,0
20,-0.006,0.02,False,0
21,-0.006,0.02,False,0
22,-0.006,0.02,False,0
23,-0.006,0.02,False,0
24,-0.006,0.02,False,0
25,-0.006,0.02,False,0
26,-0.006,0.02,False,0
27,-0.006,0.02,False,0
28,-0.006,0.02,False,0
29,-0.006,0.02,False,0
30,-0.006,0.02,False,0
31,-0.006,0.02,False,0
32,-0.006,0.02,True,0.00013028072677331596
33,-0.006,0.02,True,0.00013056229917078496
34,-0.006,0.02,False,0
35,-0.006,0.02,False,0
36,-0.006,0.02,False,0
37,-0.006,0.02,False,0
38,-0.006,0.02,False,0
39,-0.006,0.02,False,0
40,-0.006,0.02,False,0
41,-0.006,0.02,False,0
42,-0.006,0.02,False,0
43,-0.006,0.02,False,0
44,-0.006,0.02,False,0
45,-0.006,0.02,False,0
46,-0.006,0.02,False,0
47,-0.006,0.02,False,0
48,-0.006,0.02,False,0
49,-0.006,0.02,False,0
50,-0.006,0.02,False,0
51,-0.006,0.02,False,0
52,-0.006,0.02,False,0
53,-0.006,0.02,False,0
54,-0.006,0.02,False,0
55,-0.006,0.02,False,0
56,-0.006,0.02,False,0
57,-0.006,0.02,False,0
58,-0.006,0.02,False,0
59,-0.006,0.02,False,0
60,-0.006,0.02,False,0
61,-0.006,0.02,False,0
62,-0.006,0.02,False,0
63,-0.006,0.02,False,0
64,-0.006,0.02,False,0
0,-0.005,0.02,False,0
1,-0.005,0.02,False,0
2,-0.005,0.02,False,0
3,-0.005,0.02,False,0
4,-0.005,0.02,False,0
5,-0.005,0.02,False,0
6,-0.005,0.02,False,0
7,-0.005,0.02,False,0
8,-0.005,0.02,False,0
9,-0.005,0.02,False,0
10,-0.005,0.02,False,0
11,-0.005,0.02,False,0
12,-0.005,0.02,False,0
13,-0.005,0.02,True,0.0001336836351529456
14,-0.005,0.02,False,0
15,-0.005,0.02,False,0
16,-0.005,0.02,False,0
17,-0.005,0.02,False,0
18,-0.005,0.02,False,0
19,-0.005,0.02,False,0
20,-0.005,0.02,False,0
21,-0.005,0.02,False,0
22,-0.005,0.02,False,0
23,-0.005,0.02,False,0
24,-0.005,0.02,False,0
25,-0.005,0.02,False,0
26,-0.005,0.02,False,0
27,-0.005,0.02,False,0
28,-0.005,0.02,False,0
29,-0.005,0.02,False,0
30,-0.005,0.02,False,0
31,-0.005,0.02,False,0
32,-0.005,0.02,True,0.00013113667977264026
33,-0.005,0.02,False,0
34,-0.005,0.02,False,0
35,-0.005,0.02,False,0
36,-0.005,0.02,False,0
37,-0.005,0.02,False,0
38,-0.005,0.02,False,0
39,-0.005,0.02,False,0
40,-0.005,0.02,False,0
41,-0.005,0.02,False,0
42,-0.005,0.02,False,0
43,-0.005,0.02,False,0
44,-0.005,0.02,False,0
45,-0.005,0.02,False,0
46,-0.005,0.02,False,0
47,-0.005,0.02,False,0
48,-0.005,0.02,False,0
49,-0.005,0.02,False,0
50,-0.005,0.02,False,0
51,-0.005,0.02,False,0
52,-0.005,0.02,False,0
53,-0.005,0.02,False,0
54,-0.005,0.02,False,0
55,-0.005,0.02,False,0
